,Unnamed: 0,index,promptID,pairID,genre,sentence1_binary_parse,sentence2_binary_parse,sentence1_parse,sentence2_parse,sentence1,sentence2,label1,gold_label
234,234,347,28935,28935e,government,"( ( In ( such circumstances ) ) ( , ( auditors ( ( may ( ( ( issue ( ( a ( limited ( official ( use report ) ) ) ) ( containing ( such information ) ) ) ) and ) ( ( ( distribute ( the report ) ) only ) ( to ( ( those parties ) ( responsible ( for ( acting ( on ( ( the ( auditors ' ) ) recommendations ) ) ) ) ) ) ) ) ) ) . ) ) ) )",( Auditors ( ( can ( issue ( ( a ( limited ( official ( use report ) ) ) ) ( that ( has ( such information ) ) ) ) ) ) . ) ),"(ROOT (S (PP (IN In) (NP (JJ such) (NNS circumstances))) (, ,) (NP (NNS auditors)) (VP (MD may) (VP (VP (VB issue) (NP (NP (DT a) (JJ limited) (JJ official) (NN use) (NN report)) (VP (VBG containing) (NP (JJ such) (NN information))))) (CC and) (VP (VB distribute) (NP (DT the) (NN report)) (ADVP (RB only)) (PP (TO to) (NP (NP (DT those) (NNS parties)) (ADJP (JJ responsible) (PP (IN for) (S (VP (VBG acting) (PP (IN on) (NP (NP (DT the) (NNS auditors) (POS ')) (NNS recommendations)))))))))))) (. .)))",(ROOT (S (NP (NNS Auditors)) (VP (MD can) (VP (VB issue) (NP (NP (DT a) (JJ limited) (JJ official) (NN use) (NN report)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (JJ such) (NN information)))))))) (. .))),"In such circumstances, auditors may issue a limited official use report containing such information and distribute the report only to those parties responsible for acting on the auditors' recommendations.",Auditors can issue a limited official use report that has such information.,entailment,entailment
455,455,687,42179,42179n,travel,"( ( This ( great civilization ) ) ( ( came ( to ( a ( sudden ( , ( catastrophic end ) ) ) ) ) ) ( around ( 1450 b.c. ) ) ) )",( ( ( The cause ) ( of ( its end ) ) ) ( ( was ( ( a plague ) ( that ( completely ( wiped ( out ( the population ) ) ) ) ) ) ) . ) ),"(ROOT (S (NP (DT This) (JJ great) (NN civilization)) (VP (VBD came) (PP (TO to) (NP (DT a) (JJ sudden) (, ,) (JJ catastrophic) (NN end))) (PP (IN around) (NP (CD 1450) (NN b.c.))))))",(ROOT (S (NP (NP (DT The) (NN cause)) (PP (IN of) (NP (PRP$ its) (NN end)))) (VP (VBD was) (NP (NP (DT a) (NN plague)) (SBAR (WHNP (WDT that)) (S (ADVP (RB completely)) (VP (VBN wiped) (PP (IN out) (NP (DT the) (NN population)))))))) (. .))),"This great civilization came to a sudden, catastrophic end around 1450 b.c.",The cause of its end was a plague that completely wiped out the population.,neutral,neutral
47,47,73,1031,1031c,fiction,( ( Mrs. Cavendish ) ( ( is ( in ( ( her ( mother-in-law 's ) ) room ) ) ) . ) ),( ( Mrs. Cavendish ) ( ( has ( left ( the building ) ) ) . ) ),(ROOT (S (NP (NNP Mrs.) (NNP Cavendish)) (VP (VBZ is) (PP (IN in) (NP (NP (PRP$ her) (NN mother-in-law) (POS 's)) (NN room)))) (. .))),(ROOT (S (NP (NNP Mrs.) (NNP Cavendish)) (VP (VBZ has) (VP (VBN left) (NP (DT the) (NN building)))) (. .))),Mrs. Cavendish is in her mother-in-law's room. ,Mrs. Cavendish has left the building.,contradiction,contradiction
494,494,752,51231,51231c,telephone,( and ( ( uh so ) ( that ( 's ( that ( 's ( ( one thing ) ( that ( 's good ) ) ) ) ) ) ) ) ),( That ( ( is ( a ( bad thing ) ) ) . ) ),(ROOT (FRAG (CC and) (ADVP (ADVP (RB uh) (RB so)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (SBAR (IN that) (S (VP (VBZ 's) (NP (NP (CD one) (NN thing)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (ADJP (JJ good))))))))))))))),(ROOT (S (NP (DT That)) (VP (VBZ is) (NP (DT a) (JJ bad) (NN thing))) (. .))),and uh so that's that's one thing that's good,That is a bad thing.,contradiction,contradiction
309,309,460,38972,38972c,slate,"( And ( ( so ( there ( are ( ( ( self-righteous demands ) ( for ( international labor ) ) ) ( We ( should not ) ) ) ) ) ) ( , ( ( ( the opponents ) ( of globalization ) ) ( ( ( ( ( insist , ) ( be ( willing ( to ( ( buy ( those ( ( sneakers and ) shirts ) ) ) ( unless ( ( ( the people ) ( who ( make them ) ) ) ( receive ( decent wages ) ) ) ) ) ) ) ) ) and ) ( work ( under ( decent conditions ) ) ) ) . ) ) ) ) )",( There ( ( is ( ( ( very little ) demand ) ( for ( ( cheap goods ) ( through ( international labor ) ) ) ) ) ) . ) ),"(ROOT (S (CC And) (SBAR (RB so) (S (NP (EX there)) (VP (VBP are) (NP (NP (JJ self-righteous) (NNS demands)) (PP (IN for) (NP (JJ international) (NN labor))) (SBAR (S (NP (PRP We)) (VP (MD should) (RB not)))))))) (, ,) (NP (NP (DT the) (NNS opponents)) (PP (IN of) (NP (NN globalization)))) (VP (VP (VB insist)) (, ,) (VP (VB be) (ADJP (JJ willing) (S (VP (TO to) (VP (VB buy) (NP (DT those) (NNS sneakers) (CC and) (NNS shirts)) (SBAR (IN unless) (S (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP make) (NP (PRP them)))))) (VP (VBP receive) (NP (JJ decent) (NNS wages)))))))))) (CC and) (VP (VB work) (PP (IN under) (NP (JJ decent) (NNS conditions))))) (. .)))",(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (ADJP (RB very) (JJ little)) (NN demand)) (PP (IN for) (NP (NP (JJ cheap) (NNS goods)) (PP (IN through) (NP (JJ international) (NN labor))))))) (. .))),"And so there are self-righteous demands for international labor  We should not, the opponents of globalization insist, be willing to buy those sneakers and shirts unless the people who make them receive decent wages and work under decent conditions.",There is very little demand for cheap goods through international labor.,contradiction,contradiction
161,161,235,141427,141427e,telephone,( well ( they ( all ( ( come back ) ( from ( from ( the bottom ) ) ) ) ) ) ),( They ( ( ( bounce back ) ( from ( the bottom ) ) ) . ) ),(ROOT (ADJP (RB well) (SBAR (S (NP (PRP they)) (RB all) (VP (VB come) (PRT (RP back)) (PP (IN from) (PP (IN from) (NP (DT the) (NN bottom))))))))),(ROOT (S (NP (PRP They)) (VP (VBP bounce) (ADVP (RB back)) (PP (IN from) (NP (DT the) (NN bottom)))) (. .))),well they all come back from from the bottom,They bounce back from the bottom.,entailment,entailment
468,468,710,118661,118661c,government,"( Respectfully ( yours , ) )",( Disrespectfully yours ),"(ROOT (S (NP (NNP Respectfully)) (VP (VBZ yours)) (, ,)))",(ROOT (NP (NNP Disrespectfully) (NNP yours))),"Respectfully yours,",Disrespectfully yours,contradiction,contradiction
404,404,608,64389,64389e,fiction,( We ( ( have ( examples ( of ( these ( in ( the ( giant ( outer planets ) ) ) ) ) ) ) ) . ) ),( There ( ( are ( instances ( of ( this ( in ( some ( large bodies ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (NP (NNS examples)) (PP (IN of) (NP (NP (DT these)) (PP (IN in) (NP (DT the) (JJ giant) (JJ outer) (NNS planets))))))) (. .))),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS instances)) (PP (IN of) (NP (NP (DT this)) (PP (IN in) (NP (DT some) (JJ large) (NNS bodies))))))) (. .))),We have examples of these in the giant outer planets.,There are instances of this in some large bodies.,entailment,entailment
237,237,351,95365,95365c,telephone,( and ( they ( 're ( ( ( going yes ) ( but ( in ( general i ) ) ) ) ( like ( to ( ( ( exercise ( i i ) ) ( like ( dance ( a lot ) ) ) ) ( so ( i ( mean ( ( i aerobics ) ( is ( something ( i ( 'd ( hate ( to ( give ( up but ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),( I ( ( hate exerising ) . ) ),(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (NP (UH yes)) (PP (CC but) (PP (IN in) (NP (JJ general) (FW i)))) (SBAR (IN like) (S (VP (TO to) (VP (VB exercise) (NP (FW i) (FW i)) (PP (IN like) (NP (NP (NN dance)) (NP (DT a) (NN lot)))) (SBAR (IN so) (S (NP (FW i)) (VP (VBP mean) (SBAR (S (NP (JJ i) (NNS aerobics)) (VP (VBZ is) (NP (NP (NN something)) (SBAR (S (NP (FW i)) (VP (MD 'd) (VP (VB hate) (S (VP (TO to) (VP (VB give) (ADVP (RB up) (RB but))))))))))))))))))))))))),(ROOT (S (NP (PRP I)) (VP (VBP hate) (S (VP (VBG exerising)))) (. .))),and they're going yes but in general i like to exercise i i like dance a lot so i mean i aerobics is something i'd hate to give up but,I hate exerising.,contradiction,contradiction
8,8,13,52772,52772n,travel,"( Thebes ( ( ( ( ( held ( onto power ) ) ( until ( the ( 12th Dynasty ) ) ) ) , ) ( when ( ( ( ( its ( first king ) ) , ) ( ( Amenemhet ( Iwho reigned ) ) ( between ( 1980 ( 1951 b.c. ) ) ) ) ) ( established ( ( a capital ) ( near Memphis ) ) ) ) ) ) . ) )",( ( ( The capital ) ( near Memphis ) ) ( ( ( ( lasted ( only half ) ) ( a century ) ) ( before ( ( its inhabitants ) ( ( abandoned it ) ( for ( the ( next capital ) ) ) ) ) ) ) . ) ),"(ROOT (S (NP (NNS Thebes)) (VP (VBD held) (PP (IN onto) (NP (NN power))) (PP (IN until) (NP (DT the) (JJ 12th) (NN Dynasty))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (NP (PRP$ its) (JJ first) (NN king)) (, ,) (NP (NP (NNP Amenemhet) (NNP Iwho) (NNP reigned)) (PP (IN between) (NP (CD 1980) (CD 1951) (NNS b.c.))))) (VP (VBD established) (NP (NP (DT a) (NN capital)) (PP (IN near) (NP (NNP Memphis)))))))) (. .)))",(ROOT (S (NP (NP (DT The) (NN capital)) (PP (IN near) (NP (NNP Memphis)))) (VP (VBD lasted) (NP (QP (RB only) (PDT half))) (NP (DT a) (NN century)) (SBAR (IN before) (S (NP (PRP$ its) (NN inhabitants)) (VP (VBD abandoned) (NP (PRP it)) (PP (IN for) (NP (DT the) (JJ next) (NN capital))))))) (. .))),"Thebes held onto power until the 12th Dynasty, when its first king, Amenemhet Iwho reigned between 1980 1951 b.c. established a capital near Memphis.",The capital near Memphis lasted only half a century before its inhabitants abandoned it for the next capital. ,neutral,neutral
71,71,105,121657,121657n,telephone,( ( yeah and ) ( what ( to ( do ( when ( they ( 're ( faced ( with it ) ) ) ) ) ) ) ) ),( They ( ( ( ( 'll ( face ( peer pressure ) ) ) and ) ( will ( need ( to ( say no ) ) ) ) ) . ) ),(ROOT (UCP (NP (NN yeah)) (CC and) (SBAR (WHNP (WP what)) (S (VP (TO to) (VP (VB do) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBN faced) (PP (IN with) (NP (PRP it))))))))))))),(ROOT (S (NP (PRP They)) (VP (VP (MD 'll) (VP (VB face) (NP (NN peer) (NN pressure)))) (CC and) (VP (MD will) (VP (VB need) (S (VP (TO to) (VP (VB say) (INTJ (UH no)))))))) (. .))),yeah and what to do when they're faced with it,They'll face peer pressure and will need to say no.,neutral,neutral
22,22,32,78335,78335c,travel,"( ( ( ( ( Almost ( every hill ) ) ( ( has ( to ( the northeast ) ) ) ( there ( 's ( a ( Moorish fort ) ) ) ) ) ) ; ) ( ( ( no ( fewer ( ( than four ) ruined ) ) ) fortresses ) ( guard ( ( ( ( ( ( the ( harbour entrance ) ) ; ) and ) ( ( two ( more ( , ( still ( in ( good repair ) ) ) ) ) ) ( ( the ( Atalaya ( and ( Galeras castles ) ) ) ) ( protect ( the ( sea-front arsenal ) ) ) ) ) ) , ) ( of ( ( vital importance ) ( to ( ( Spain 's ) military ) ) ) ) ) ) ) ) . )",( There ( ( ( are ( no castles ) ) ( ( Atalaya and ) Galeras ) ) . ) ),"(ROOT (S (S (NP (RB Almost) (DT every) (NN hill)) (VP (VBZ has) (PP (TO to) (NP (DT the) (NN northeast))) (VP (ADVP (RB there)) (VBZ 's) (NP (DT a) (NNP Moorish) (NN fort))))) (: ;) (S (NP (QP (DT no) (JJR fewer) (IN than) (CD four) (CD ruined)) (NNS fortresses)) (VP (VBP guard) (NP (NP (DT the) (NN harbour) (NN entrance)) (: ;) (CC and) (SBAR (WHNP (WHNP (CD two)) (PP (ADVP (RBR more)) (, ,) (ADVP (RB still)) (IN in) (NP (JJ good) (NN repair)))) (S (NP (DT the) (NNP Atalaya) (CC and) (NNP Galeras) (NNS castles)) (VP (VB protect) (NP (DT the) (JJ sea-front) (NN arsenal))))) (, ,) (PP (IN of) (NP (NP (JJ vital) (NN importance)) (PP (TO to) (NP (NP (NNP Spain) (POS 's)) (NN military)))))))) (. .)))",(ROOT (S (NP (EX There)) (VP (VBP are) (NP (DT no) (NNS castles)) (NP (NNP Atalaya) (CC and) (NNP Galeras))) (. .))),"Almost every hill has to the northeast there's a Moorish fort; no fewer than four ruined fortresses guard the harbour entrance; and two more, still in good repair the Atalaya and Galeras castles protect the sea-front arsenal, of vital importance to Spain's military.",There are no castles Atalaya and Galeras.,contradiction,contradiction
401,401,602,124548,124548e,travel,"( Today ( , ( ( the Loire ) ( ( is ( ( ( ( ( ( a ( sleepy waterway ) ) , ) ( ( running ( deep only ) ) ( with ( heavy ( rains ( or ( spring thaws ) ) ) ) ) ) ) , ) and ) ( ( its ( sandbanks ( and ( mud flats ) ) ) ) ( ( become islands ) ( during ( the summer ) ) ) ) ) ) . ) ) ) )",( ( ( The ( Loire 's ) ) sandbanks ) ( ( become ( islands ( in ( the summer ) ) ) ) . ) ),"(ROOT (S (NP (NN Today)) (, ,) (NP (DT the) (NNP Loire)) (VP (VBZ is) (NP (NP (DT a) (JJ sleepy) (NN waterway)) (, ,) (VP (VBG running) (ADVP (RB deep) (RB only)) (PP (IN with) (NP (JJ heavy) (NNS rains) (CC or) (NN spring) (NNS thaws)))) (, ,) (CC and) (NP (NP (PRP$ its) (NN sandbanks) (CC and) (NN mud) (NNS flats)) (VP (VBN become) (NP (NNS islands)) (PP (IN during) (NP (DT the) (NN summer))))))) (. .)))",(ROOT (S (NP (NP (DT The) (NNP Loire) (POS 's)) (NNS sandbanks)) (VP (VBP become) (NP (NP (NNS islands)) (PP (IN in) (NP (DT the) (NN summer))))) (. .))),"Today, the Loire is a sleepy waterway, running deep only with heavy rains or spring thaws, and its sandbanks and mud flats become islands during the summer.",The Loire's sandbanks become islands in the summer.,entailment,entailment
20,20,30,110983,110983e,travel,"( And ( ( in ( ( another shift ) ( in ( the economy ) ) ) ) ( , ( it ( ( was ( found ( ( ( that ( lamb ( could ( be ( ( raised ( ( more ( cost-effectively ( on ( ( lowland farms ) ( in ( part ( because ( of ( the ( richer ( , ( more ( nutritious ( grazing land ) ) ) ) ) ) ) ) ) ) ) ) ) ) available ) ) there ) ) ) ) ) and ) ( as ( ( a ( result ( Lakeland farms ) ) ) ( became ( less profitable ) ) ) ) ) ) ) . ) ) ) ) )",( ( ( Another shift ) ( in ( the economy ) ) ) ( ( was ( found ( to ( be ( more nutritious ) ) ) ) ) . ) ),"(ROOT (S (CC And) (PP (IN in) (NP (NP (DT another) (NN shift)) (PP (IN in) (NP (DT the) (NN economy))))) (, ,) (NP (PRP it)) (VP (VBD was) (VP (VBN found) (SBAR (SBAR (IN that) (S (NP (NN lamb)) (VP (MD could) (VP (VB be) (VP (VBN raised) (S (ADJP (ADJP (RBR more) (JJ cost-effectively) (PP (IN on) (NP (NP (JJ lowland) (NNS farms)) (PP (IN in) (NP (NP (NN part)) (PP (RB because) (IN of) (NP (DT the) (JJR richer) (, ,) (JJR more) (JJ nutritious) (NN grazing) (NN land)))))))) (JJ available))) (ADVP (RB there))))))) (CC and) (SBAR (IN as) (S (NP (DT a) (NN result) (NN Lakeland) (NNS farms)) (VP (VBD became) (ADJP (RBR less) (JJ profitable)))))))) (. .)))",(ROOT (S (NP (NP (DT Another) (NN shift)) (PP (IN in) (NP (DT the) (NN economy)))) (VP (VBD was) (VP (VBN found) (S (VP (TO to) (VP (VB be) (ADJP (RBR more) (JJ nutritious))))))) (. .))),"And in another shift in the economy, it was found that lamb could be raised more cost-effectively on lowland farms in part because of the richer, more nutritious grazing land available there and as a result Lakeland farms became less profitable.",Another shift in the economy was found to be more nutritious.,entailment,entailment
139,139,206,66331,66331n,telephone,( ( oh no ) ( ( ( well i ) ( ( do n't ) ( ( find ( ( a lot ) ( of time ) ) ) ( to ( watch ( ( ( TV and ) ( ( a lot ) ( of ( the ( time i ) ) ) ) ) ( ( find it ) ( during ( ( the day ) ( when ( i ( 'm ( ( rocking ( my ( little girl ) ) ) ( to ( sleep ( so ( i ( watch ( ( a lot ) ( of reruns ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( old shows ) ) ),( I ( ( enjoy ( ( watching ( the ( old reruns ) ) ) ( because ( I ( find ( them calming ) ) ) ) ) ) . ) ),(ROOT (SINV (FRAG (INTJ (UH oh) (UH no))) (VP (ADVP (RB well) (RB i)) (VBP do) (RB n't) (VP (VB find) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN time)))) (S (VP (TO to) (VP (VB watch) (S (NP (NP (NN TV)) (CC and) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NN time) (NN i))))) (VP (VB find) (NP (PRP it)) (PP (IN during) (NP (NP (DT the) (NN day)) (SBAR (WHADVP (WRB when)) (S (NP (FW i)) (VP (VBP 'm) (VP (VBG rocking) (NP (PRP$ my) (JJ little) (NN girl)) (S (VP (TO to) (VP (VB sleep) (SBAR (IN so) (S (NP (FW i)) (VP (VBP watch) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS reruns))))))))))))))))))))))) (NP (JJ old) (NNS shows)))),(ROOT (S (NP (PRP I)) (VP (VBP enjoy) (S (VP (VBG watching) (NP (DT the) (JJ old) (NNS reruns)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP find) (S (NP (PRP them)) (VP (VBG calming))))))))) (. .))),oh no well i don't find a lot of time to watch TV and a lot of the time i find it during the day when i'm rocking my little girl to sleep  so i watch a lot of reruns old shows,I enjoy watching the old reruns because I find them calming.,neutral,neutral
49,49,76,68197,68197c,slate,"( ( In ( an ( ( increasingly interdependent ) world ) ) ) ( , ( ( ( ( many pressing ) problems ) ( that ( affect Americans ) ) ) ( ( can ( be ( ( ( addressed only ) ( through cooperation ) ) ( with ( other countries ) ) ) ) ) . ) ) ) )",( We ( ( should ( ( ( be independent ) and ) ( ( stay away ) ( from ( ( ( talking and ) working ) ( with ( other nations ) ) ) ) ) ) ) . ) ),"(ROOT (S (PP (IN In) (NP (DT an) (ADJP (RB increasingly) (JJ interdependent)) (NN world))) (, ,) (NP (NP (ADJP (RB many) (VBG pressing)) (NNS problems)) (SBAR (WHNP (WDT that)) (S (VP (VBP affect) (NP (NNPS Americans)))))) (VP (MD can) (VP (VB be) (VP (VBN addressed) (ADVP (RB only)) (PP (IN through) (NP (NN cooperation))) (PP (IN with) (NP (JJ other) (NNS countries)))))) (. .)))",(ROOT (S (NP (PRP We)) (VP (MD should) (VP (VP (VB be) (ADJP (JJ independent))) (CC and) (VP (VB stay) (PRT (RP away)) (PP (IN from) (S (VP (VBG talking) (CC and) (VBG working) (PP (IN with) (NP (JJ other) (NNS nations))))))))) (. .))),"In an increasingly interdependent world, many pressing problems that affect Americans can be addressed only through cooperation with other countries.",We should be independent and stay away from talking and working with other nations. ,contradiction,contradiction
115,115,169,68191,68191e,telephone,( ( and ( ( ( ( ( ( if ( you ( yeah ( if ( you ( want ( ( to ( so ( at least ) ) ) you ) ) ) ) ) ) ) ( you ( know ( you ( ( would n't ) ( have ( any surprises ) ) ) ) ) ) ) ( you ( can ( order ( ( ( any type ) ( of you ) ) ( know service ) ) ) ) ) ) ( you want ) ) but ) ( you ( stand ( ( a ( good chance ) ) ( you ( know ( having ( to ( ( pick up ) ( ( ( at least ) part ) ( of ( the bill ) ) ) ) ) ) ) ) ) ) ) ) ) yourself ),( You ( ( may ( have ( to ( ( foot ( the bill ) ) ( if ( you ( order ( ( any service ) ( you want ) ) ) ) ) ) ) ) ) . ) ),(ROOT (SINV (VP (VB and) (S (S (SBAR (IN if) (S (NP (PRP you)) (VP (VBP yeah) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP want) (PP (TO to) (PRN (ADVP (RB so)) (ADVP (IN at) (JJS least))) (NP (PRP you))))))))) (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (PRP you)) (VP (MD would) (RB n't) (VP (VB have) (NP (DT any) (NNS surprises)))))))) (S (NP (PRP you)) (VP (MD can) (VP (VB order) (S (NP (NP (DT any) (NN type)) (PP (IN of) (NP (PRP you)))) (VP (VB know) (NP (NN service))))))) (S (NP (PRP you)) (VP (VBP want))) (CC but) (S (NP (PRP you)) (VP (VBP stand) (NP (NP (DT a) (JJ good) (NN chance)) (SBAR (S (NP (PRP you)) (VP (VBP know) (S (VP (VBG having) (S (VP (TO to) (VP (VB pick) (PRT (RP up)) (NP (NP (ADVP (IN at) (JJS least)) (NN part)) (PP (IN of) (NP (DT the) (NN bill))))))))))))))))) (NP (PRP yourself)))),(ROOT (S (NP (PRP You)) (VP (MD may) (VP (VB have) (S (VP (TO to) (VP (VB foot) (NP (DT the) (NN bill)) (SBAR (IN if) (S (NP (PRP you)) (VP (VB order) (NP (NP (DT any) (NN service)) (SBAR (S (NP (PRP you)) (VP (VBP want))))))))))))) (. .))),and if you yeah if you want to so at least you you know you wouldn't have any surprises you can order any type of you know service you want but you stand a good chance you know having to pick up at least part of the bill yourself,You may have to foot the bill if you order any service you want.,entailment,entailment
277,277,408,131447,131447e,slate,( There ( ( 's ( ( a pile ) ( of ( money ( called ( the ( Social ( Security ( Trust Fund ) ) ) ) ) ) ) ) ) . ) ),( ( The ( Social ( Security ( Trust Fund ) ) ) ) ( ( is ( ( made up ) ( of money ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ 's) (NP (NP (DT a) (NN pile)) (PP (IN of) (NP (NP (NN money)) (VP (VBN called) (NP (DT the) (NNP Social) (NNP Security) (NNP Trust) (NNP Fund))))))) (. .))),(ROOT (S (NP (DT The) (NNP Social) (NNP Security) (NNP Trust) (NNP Fund)) (VP (VBZ is) (VP (VBN made) (PRT (RP up)) (PP (IN of) (NP (NN money))))) (. .))),There's a pile of money called the Social Security Trust Fund.,The Social Security Trust Fund is made up of money. ,entailment,entailment
471,471,715,144601,144601c,government,( ( FEMA personnel ) ( ( will ( ( be ( on hand ) ) ( to ( ( meet ( with ( flood victims ) ) ) ( to ( ( ( answer questions ) and ) ( provide ( ( recovery ( information ( and ( written materials ) ) ) ) ( about ( various ( assistance programs ) ) ) ) ) ) ) ) ) ) ) . ) ),( FEMA ( ( refuses ( to ( help ( flood victims ) ) ) ) . ) ),(ROOT (S (NP (NNP FEMA) (NNS personnel)) (VP (MD will) (VP (VB be) (PP (IN on) (NP (NN hand))) (S (VP (TO to) (VP (VB meet) (PP (IN with) (NP (NN flood) (NNS victims))) (S (VP (TO to) (VP (VP (VB answer) (NP (NNS questions))) (CC and) (VP (VB provide) (NP (NP (NN recovery) (NN information) (CC and) (VBN written) (NNS materials)) (PP (IN about) (NP (JJ various) (NN assistance) (NNS programs))))))))))))) (. .))),(ROOT (S (NP (NNP FEMA)) (VP (VBZ refuses) (S (VP (TO to) (VP (VB help) (NP (NN flood) (NNS victims)))))) (. .))),FEMA personnel will be on hand to meet with flood victims to answer questions and provide recovery information and written materials about various assistance programs.,FEMA refuses to help flood victims.,contradiction,contradiction
223,223,334,14407,14407n,fiction,"( I ( ( could ( feel ( ( ( gazes ( on ( my back ) ) ) ; ) ( people ( ( ( ( peering out ) ( from ( between curtains ) ) ) , ) ( ( stealing glimpses ) ( through letterboxes ) ) ) ) ) ) ) . ) )",( It ( ( was ( very ( strange ( to ( feel ( like ( people ( were ( watching us ) ) ) ) ) ) ) ) ) . ) ),"(ROOT (S (NP (PRP I)) (VP (MD could) (VP (VB feel) (NP (NP (NP (NNS gazes)) (PP (IN on) (NP (PRP$ my) (NN back)))) (: ;) (NP (NP (NNS people)) (VP (VBG peering) (PRT (RP out)) (PP (IN from) (PP (IN between) (NP (NNS curtains)))) (, ,) (S (VP (VBG stealing) (NP (NNS glimpses)) (PP (IN through) (NP (NNS letterboxes)))))))))) (. .)))",(ROOT (S (NP (PRP It)) (VP (VBD was) (ADJP (RB very) (JJ strange) (S (VP (TO to) (VP (VB feel) (SBAR (IN like) (S (NP (NNS people)) (VP (VBD were) (VP (VBG watching) (NP (PRP us))))))))))) (. .))),"I could feel gazes on my back; people peering out from between curtains, stealing glimpses through letterboxes.",It was very strange to feel like people were watching us.,neutral,neutral
303,303,451,19784,19784n,fiction,( It ( ( was ( dead quiet ) ) . ) ),( There ( ( ( was n't ) ( ( much noise ) ( in ( the air ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBD was) (ADJP (RB dead) (JJ quiet))) (. .))),(ROOT (S (NP (EX There)) (VP (VBD was) (RB n't) (NP (NP (JJ much) (NN noise)) (PP (IN in) (NP (DT the) (NN air))))) (. .))),It was dead quiet.,There wasn't much noise in the air.,neutral,neutral
143,143,210,78697,78697e,travel,"( ( At ( ( the heart ) ( of ( the sanctuary ) ) ) ) ( , ( ( a ( small ( granite shrine ) ) ) ( once ( ( held ( ( ( the ( sacred barque ) ) ( of Horus ) ) himself ) ) . ) ) ) ) )",( Horus ( ( has ( a shrine ) ) . ) ),"(ROOT (S (PP (IN At) (NP (NP (DT the) (NN heart)) (PP (IN of) (NP (DT the) (NN sanctuary))))) (, ,) (NP (DT a) (JJ small) (NN granite) (NN shrine)) (ADVP (RB once)) (VP (VBD held) (S (NP (NP (DT the) (JJ sacred) (NN barque)) (PP (IN of) (NP (NNP Horus)))) (NP (PRP himself)))) (. .)))",(ROOT (S (NP (NNS Horus)) (VP (VBZ has) (NP (DT a) (NN shrine))) (. .))),"At the heart of the sanctuary, a small granite shrine once held the sacred barque of Horus himself.",Horus has a shrine.,entailment,entailment
